,SPX_Index_Volume,TIP_US_Equity_last,SPX_Index_PE_RATIO,SPX_Index_TO_SALES_RATIO,SPX_Index_GROSS_MARGIN,SPX_Index_TO_BOOK_RATIO,FEDL01 Index,HG1 COMB Comdty,XAG BGN Curncy,US0003M Index,CL1 COMB Comdty,GTDEM10Y Govt,GTJPY10Y Govt,GT2 Govt,BXIIUB10 Index,BXIIUB05 Index,EHUPUS   Index                                                  ,tnx,usd_jpy,ndx,dxy,gold,HSI,T10Y2Y,inflation,SPY_Close,SPY_Volume
2005/12/23,680660290,62.2923,17.6477,1.5611,31.98,2.8309,4.21,223.05,8.565,4.52063,58.43,3.326,1.545,4.372,100.4552,100.8019,4.97,4.380000114,116.3600006,1682.920044,90.83999634,503,13.15,0.01,-0.011528877,91.4487381,27977300
2005/12/30,865725607,62.3199,17.3614,1.5354,31.93,2.7835,4.09,204.2,8.815,4.53625,61.04,3.309,1.47,4.404,100.4552,100.8019,4.97,4.394999981,117.9800034,1645.199951,91.16999817,517.0999756,15.54,-0.02,-0.011528877,89.82550049,44645600
2006/1/6,1579640002,61.0874,16.6733,1.5152,31.58,2.7415,5.02,347.1,12.04,5.27063,70.34,3.996,1.925,5.021,100.4552,100.8019,4.97,4.379000187,114.3899994,1734.98999,88.84999847,539.7000122,14.96,0.02,0.166778358,92.66074371,62885900
2006/1/13,1346161969,62.4956,17.4487,1.5599,31.41,2.8156,4.3,211.25,9.115,4.6,63.92,3.264,1.449,4.336,100.4552,100.8019,4.97,4.349999905,114.2200012,1746.780029,88.88999939,556.0999756,15.25,0.02,0.166778358,92.83389282,44856700
2006/1/20,1832234319,62.6774,17.0938,1.528,31.41,2.7585,4.24,209,8.875,4.62,68.35,3.375,1.47,4.352,100.4552,100.8019,4.97,4.361000061,115.2699966,1676.380005,88.94999695,553.5,13.64,0,0.166778358,90.8788147,114957800
2006/1/27,1864204731,62.138,17.3935,1.5549,31.41,2.8067,4.42,223.3,9.575,4.6675,67.76,3.48,1.54,4.495,100.4552,100.8019,4.97,4.502999783,117.4000015,1711.109985,89.31999969,558.7000122,14.48,0.01,0.166778358,92.73288727,65771200
2006/2/3,1667909027,62.1683,17.3564,1.5509,31.42,2.8172,4.5,227.55,10.225,4.84,63.36,3.573,1.635,4.712,100.4552,100.8019,4.97,4.532999992,118.8899994,1664.530029,89.88999939,567.4000244,15.88,-0.05,-0.097312209,91.09524536,86040400
2006/2/10,1102389781,63.4003,15.9172,1.5311,31.79,2.6983,5.33,342.95,11.495,5.37,61.03,3.69,1.725,4.646,100.4383,101.4548,4.97,4.580999851,117.8300018,1663.75,90.55000305,550.2000122,16.12,-0.1,-0.097312209,91.36216736,64508700
2006/2/17,1531288484,62.2592,17.3897,1.5523,31.41,2.8186,4.48,220.1,9.435,4.77,59.88,3.447,1.51,4.676,100.4383,101.4548,4.97,4.540999889,118.1399994,1675.209961,90.63999939,551.7999878,15.95,-0.12,-0.097312209,92.9276886,40342600
2006/2/24,1191555228,62.2168,17.3941,1.5541,31.41,2.8216,4.48,220.75,9.775,4.81,62.91,3.49,1.585,4.72,100.4383,101.4548,4.97,4.566999912,116.8399963,1676.5,90.61000061,558.7999878,15.44,-0.16,-0.097312209,93.36052704,36777400
2006/3/3,1717934877,62.1198,17.3201,1.5509,31.48,2.8109,4.51,226.95,10.215,4.85,63.67,3.591,1.62,4.746,100.4383,101.4548,4.97,4.684000015,116.4100037,1684.319946,89.66000366,566,15.19,-0.08,-0.065280944,92.89162445,73402500
2006/3/10,1347896738,63.1802,15.9506,1.5343,31.79,2.7039,5.25,328.25,10.8,5.37,58.68,3.735,1.686,4.654,100.1893,101.2574,4.97,4.755000114,119,1648.22998,90.84999847,539.9000244,14.46,0.02,-0.065280944,92.76894379,60490800
2006/3/17,2041814460,61.7561,17.5915,1.5752,31.48,2.855,4.6,236.9,10.375,4.93,62.77,3.691,1.713,4.636,100.1893,101.2574,4.97,4.673999786,115.9100037,1685.660034,88.91999817,554.0999756,14.23,0.03,-0.065280944,94.60817719,47286800
2006/3/24,1389881264,61.7373,17.5462,1.5691,31.47,2.8445,4.69,241.15,10.735,4.96475,64.26,3.634,1.725,4.713,100.1893,101.2574,4.97,4.675000191,117.4499969,1679.810059,90.06999969,560,14.36,-0.05,-0.065280944,94.31124878,43209200
2006/3/31,1448525898,61.0046,16.8969,1.5336,31.57,2.7733,5,246.3,11.505,5,66.63,3.771,1.77,4.82,100.1893,101.2574,4.73,4.853000164,117.7600021,1703.660034,89.73000336,581.7999878,15.43,0.04,-0.065280944,94.036026,62925600
2006/4/7,1448525898,61.0046,16.8969,1.5336,31.62,2.7733,5,246.3,11.29,5.48563,66.63,4.078,1.96,5.171,100.9419,101.5785,4.73,4.962999821,118.2399979,1723.030029,89.62999725,588.4000244,15.31,0.08,0.054446955,93.82595062,80180900
2006/4/14,1448525898,61.0046,16.8969,1.5336,31.46,2.7733,4.8,246.3,12.925,5.48563,66.63,3.957,1.964,4.951,100.9419,101.5785,4.73,5.035999775,118.6800003,1712.069946,89.62000275,596.5,14.68,0.09,0.054446955,93.22479248,51051800
2006/4/21,1802701739,60.9526,17.1634,1.5551,31.46,2.8108,4.74,314.05,13.08,5.1,75.17,3.952,1.905,4.902,100.9419,101.5785,4.73,5.012000084,116.5800018,1709.02002,88.05000305,632.2000122,15.64,0.11,0.054446955,94.99208832,72342600
2006/4/28,2058289352,60.8612,17.1408,1.554,31.47,2.8081,4.86,333.55,13.72,5.13,71.88,3.951,1.92,4.862,100.9419,101.5785,4.73,5.068999767,113.8199997,1700.709961,86.11000061,651.7999878,15.28,0.2,0.054446955,95.22386932,55854400
2006/5/5,1550325128,60.7356,17.2869,1.5676,31.48,2.8362,4.83,359.7,14,5.16625,70.19,4.002,1.92,4.929,99.9008,100.2269,4.73,5.107999802,112.5599976,1713.839966,85.12000275,682.2000122,16.42,0.18,0.175120814,95.98439789,62588200
2006/5/12,1231958647,64.1428,16.9019,1.6249,31.8,2.8584,5.21,323.45,13.7988,5.35,62.43,3.68,1.615,4.512,100.6494,101.7008,4.73,5.18599987,109.9700012,1635.810059,83.95999908,710.2999878,17.08,0.18,0.175120814,93.60866547,91726500
2006/5/19,2106613570,61.1213,16.5136,1.497,31.49,2.7069,5,364.3,12.57,5.19375,68.53,3.99,1.905,4.963,99.8995,100.3132,4.73,5.053999901,111.6600037,1600.859985,84.87999725,656.7000122,18.78,0.09,0.175120814,92.05866241,124309400
2006/5/26,1160747052,61.2866,16.6533,1.5113,31.49,2.7335,4.99,401.5,12.75,5.22688,71.37,3.884,1.851,4.946,100.0595,100.4775,4.73,5.052000046,112.6500015,1606.369995,85.26000214,650.9000244,20.82,0.1,0.175120814,92.98577118,62989700
2006/6/2,1398447200,62.5016,17.0899,1.5259,31.42,2.7703,4.51,233,9.715,4.715,65.11,3.486,1.554,4.612,100.0595,100.4775,4.73,4.993999958,111.7300034,1612.900024,84.05000305,635.5,21.06,0.08,0.036503757,93.43482971,91702600
2006/6/9,1174458010,62.9395,16.2486,1.5149,31.5,2.7279,5.21,370.2,13.015,5.39,67.5,3.831,1.701,4.812,101.1417,101.7661,4.73,4.980999947,113.9599991,1550.969971,85.72000122,608.2000122,22.29,-0.03,0.036503757,90.79115295,94972200
2006/6/16,1970834870,61.0813,16.2333,1.4814,31.6,2.6677,4.94,329.15,10.28,5.41375,69.88,3.939,1.805,5.159,100.4165,101.1193,4.73,5.127999783,115.1399994,1562.839966,85.91999817,578,20.61,-0.03,0.036503757,90.68319702,94253500
2006/6/23,1285115853,60.7119,16.1473,1.4727,31.61,2.6528,4.98,324.05,10.34,5.48,70.87,4.081,1.87,5.265,100.6222,101.3486,4.73,5.228000164,116.5400009,1551.050049,86.81999969,584.7999878,19.7,-0.04,0.036503757,90.53039551,54107000
2006/6/30,1850086423,61.3029,15.9579,1.4809,31.62,2.6678,5.05,346.25,11.1,5.48063,73.93,4.071,1.92,5.154,100.9747,101.609,4.63,5.138000011,114.4899979,1575.22998,85.22000122,613.5,19.32,-0.01,0.036503757,92.59650421,54227800
2006/7/7,1365246164,61.3316,15.8932,1.4733,31.62,2.658,5.22,364.25,11.34,5.51,74.09,4.065,1.95,5.17,100.9553,101.7394,4.63,5.131999969,113.9599991,1533.709961,84.98000336,632.7999878,18.97,-0.03,-0.040155683,92.10910797,81626500
2006/7/14,1536204169,61.6535,15.5252,1.4392,31.62,2.5966,5.26,382.95,11.48,5.49813,77.03,3.983,1.837,5.094,101.0931,101.7673,4.63,5.059000015,116.0800018,1462.170044,86.08999634,666.5999756,19.99,-0.01,-0.040155683,89.8611145,103242500
2006/7/21,2083516578,61.7835,15.5638,1.4437,31.65,2.6033,5.23,341.65,10.83,5.485,74.43,3.956,1.81,5.076,101.0777,101.7347,4.63,5.045000076,116.1200027,1451.880005,85.93000031,619.5999756,18.73,-0.03,-0.040155683,90.1739502,101560000
2006/7/28,1496715015,62.2541,16.0424,1.4881,31.65,2.6835,5.26,354.9,11.35,5.48875,73.24,3.92,1.921,4.979,101.3087,101.813,4.63,4.989999771,114.7399979,1510.300049,85.44000244,634.7999878,18.13,0.02,-0.040155683,93.10578156,82137000
2006/8/4,1496715015,62.2541,16.0424,1.4881,31.65,2.6835,5.26,354.9,11.35,5.48875,73.24,3.92,1.921,4.979,101.3087,101.813,4.63,4.901000023,114.4800034,1503.839966,84.56999969,644,17.57,0,-0.078788655,93.26582336,96294200
2006/8/11,1374137499,63.5103,16.5603,1.5913,31.81,2.8044,5.22,324.45,12.45,5.37442,59.83,3.758,1.719,4.753,100.8584,101.5445,4.63,4.967000008,116.2799988,1486.73999,85.51999664,633.5,16.7,0.01,-0.078788655,92.40010071,47482200
2006/8/18,1240511684,63.0523,16.2954,1.5199,31.51,2.7363,5.25,343.45,12.05,5.39938,71.14,3.902,1.849,4.875,101.6454,102.1282,4.63,4.835000038,115.7699966,1576.459961,85.08999634,612.0999756,17.25,-0.03,-0.078788655,95.0772934,58288400
2006/8/25,850554641,63.2453,16.2064,1.5116,31.51,2.7201,5.25,344.25,12.4,5.4,72.51,3.793,1.701,4.856,101.5214,102.017,4.63,4.790999889,117.2600021,1557.699951,85.37999725,622,17.83,-0.07,-0.078788655,94.43708038,41756000
2006/9/1,1310082179,62.3198,17.4836,1.563,31.41,2.8212,4.25,209.7,9.175,4.56,63.5,3.259,1.44,4.345,101.5214,102.017,4.63,4.725999832,117.0599976,1589.469971,84.94000244,624.4000244,16.07,-0.04,-0.459932957,95.60838318,48794500
2006/9/8,1431937543,62.9776,15.8284,1.4771,31.53,2.6573,5.25,371,12.5,5.40375,76.35,3.934,1.83,4.911,102.1925,102.4921,4.63,4.770999908,116.9499969,1574.709961,85.94999695,609.5999756,15.8,-0.02,-0.459932957,94.77898407,45096300
2006/9/15,1949648339,62.7078,16.4873,1.5373,31.53,2.7686,5.25,331.65,10.805,5.39,63.33,3.776,1.655,4.861,100.829,101.5107,4.63,4.797999859,117.4700012,1632.439941,85.98999786,576.4000244,15.07,-0.07,-0.459932957,96.4234314,76703100
2006/9/22,1166290694,63.2838,16.4278,1.5329,31.54,2.7572,5.27,343.95,11.155,5.37063,60.55,3.694,1.62,4.672,100.125,101.0844,4.63,4.597000122,116.6999969,1622.369995,85.19999695,589.4000244,16.02,-0.07,-0.459932957,96.06539917,65966800
2006/9/29,1115313478,63.3339,16.6787,1.5578,31.56,2.798,5.34,346.05,11.44,5.37,62.91,3.709,1.665,4.687,100.6255,101.5677,4.63,4.632999897,117.9599991,1654.130005,85.97000122,598.5999756,15.8,-0.07,-0.459932957,97.60713959,47966600
2006/10/6,1115313478,63.3339,16.6787,1.5578,31.56,2.798,5.34,346.05,11.44,5.37,62.91,3.709,1.665,4.687,100.6255,101.5677,4.63,4.696000099,119.0100021,1684.880005,86.44000244,572.4000244,17.17,-0.04,-0.367126913,98.65206909,64983600
2006/10/13,1259615342,62.482,16.3267,1.5705,31.79,2.7676,5.21,341.35,11.635,5.37375,58.57,3.832,1.76,4.865,100.6144,101.4164,4.63,4.806000233,119.5999985,1727.209961,87.12000275,588.7999878,17.57,-0.06,-0.367126913,99.83580017,53944000
2006/10/20,1454685903,62.4066,16.361,1.5738,31.79,2.7737,5.25,346.2,11.895,5.37563,56.82,3.839,1.795,4.876,100.3035,101.2605,4.63,4.78399992,118.7200012,1709.579956,86.26999664,593,15.51,-0.08,-0.367126913,99.98925018,48094500
2006/10/27,1306832413,63.0544,16.4646,1.5837,31.8,2.7907,5.23,340.5,12.06,5.37563,60.75,3.809,1.731,4.747,100.453,101.3944,4.63,4.675000191,117.5800018,1717.609985,85.55999756,598.2000122,15.52,-0.08,-0.367126913,100.7711258,80238000
2006/11/3,1306832413,63.0544,16.4646,1.5837,31.8,2.7907,5.23,340.5,12.06,5.37563,60.75,3.809,1.731,4.747,100.453,101.3944,4.63,4.715000153,117.9800034,1703.97998,85.70999908,626.9000244,15.17,-0.1,0.512145453,99.77002716,71346400
2006/11/10,1351865467,62.5827,16.1398,1.5525,31.79,2.7358,5.25,341,11.23,5.37344,57.59,3.808,1.735,4.856,100.4699,101.4417,4.63,4.585999966,117.5199966,1751.109985,85.05000305,628.4000244,16.14,-0.14,0.512145453,101.012207,48991500
2006/11/17,1316327145,63.1181,16.763,1.6111,31.83,2.8403,5.2,305.75,12.8,5.375,55.81,3.73,1.708,4.767,100.1612,101.0847,4.63,4.606999874,117.5400009,1800.670044,85.37000275,621.5,15.98,-0.15,0.512145453,102.6051865,56353800
2006/11/24,393540674,63.4723,16.7209,1.6123,31.81,2.8362,5.24,311.1,13.45,5.37,59.24,3.699,1.654,4.731,100.2471,101.3096,4.63,4.547999859,115.8899994,1815.530029,83.70999908,628.7000122,16.18,-0.18,0.512145453,102.5540466,30998000
2006/12/1,1357025393,62.3259,17.4277,1.558,31.41,2.8122,4.28,208.75,8.955,4.6,63.94,3.275,1.444,4.378,100.2471,101.3096,4.63,4.425000191,115.2300034,1775.119995,82.48000336,644.7000122,16.61,-0.09,0.287262804,102.459053,126080000
2006/12/8,1357025393,62.3259,17.4277,1.558,31.41,2.8122,4.28,208.75,8.955,4.6,63.94,3.275,1.444,4.378,100.2471,101.3096,4.63,4.552000046,116.2900009,1786.209961,83.33000183,626.0999756,16.97,-0.12,0.287262804,103.3359299,79625500
2006/12/15,1865209639,63.1561,17.0468,1.6388,31.8,2.8833,5.27,300.4,12.861,5.365,63.43,3.799,1.67,4.721,100.2555,101.4551,4.63,4.597000122,118.1500015,1808.560059,84.05999756,615,17,-0.13,0.287262804,104.5876007,70857400
2006/12/22,794239810,62.8398,16.865,1.6226,31.83,2.8503,5.24,283,12.575,5.3625,62.41,3.881,1.599,4.722,99.9054,101.2649,4.63,4.624000072,118.9899979,1748.609985,83.94000244,619.0999756,17.55,-0.08,0.287262804,103.4193192,62069100
2006/12/29,794977521,62.4919,16.9476,1.6312,31.84,2.8639,5.17,287.1,12.905,5.36,61.05,3.948,1.685,4.812,100.0655,101.4036,4.43,4.710000038,118.9800034,1756.900024,83.72000122,635.2000122,19.74,-0.11,0.287262804,104.058609,45461200
2007/1/5,1456852601,64.5009,17.0216,1.6552,31.73,2.8992,5.26,361.55,13.255,5.355,64.4,4.149,1.615,4.628,103.3679,104.3979,4.43,4.645999908,118.6900024,1785.300049,84.62999725,604.9000244,20.63,-0.11,-0.183026784,103.265007,76645300
2007/1/12,1456852601,64.5009,17.0216,1.6552,31.73,2.8992,5.26,361.55,13.255,5.355,64.4,4.149,1.615,4.628,103.3679,104.3979,4.43,4.770999908,120.3000031,1844.810059,85.02999878,625.5,18,-0.11,-0.183026784,105.2489243,55370600
2007/1/19,1413724564,62.2642,16.7318,1.6279,31.55,2.8423,5.25,252.8,12.855,5.36,51.99,4.05,1.665,4.915,100.3334,101.4787,4.43,4.772999763,121.2099991,1796.810059,84.86000061,635.5,17.88,-0.15,-0.183026784,104.9403305,56973000
2007/1/26,1250471730,62.201,16.6337,1.6184,31.55,2.8255,5.26,264.05,13.365,5.36,55.42,4.092,1.691,4.97,101.1111,101.9501,4.43,4.879000187,121.4100037,1772.969971,85.27999878,644.5,20.18,-0.11,-0.183026784,104.4333115,67255600
2007/2/2,1126939396,62.5425,16.9255,1.6455,31.56,2.8753,5.24,242.3,13.385,5.36,59.02,4.061,1.73,4.937,101.2688,102.2218,4.43,4.827000141,121.1299973,1798.130005,84.95999908,646.2000122,20.1,-0.11,0.163590752,106.4024963,49607000
2007/2/9,1126939396,62.5425,16.9255,1.6455,31.56,2.8753,5.24,242.3,13.385,5.36,59.02,4.061,1.73,4.937,101.2688,102.2218,4.43,4.78399992,121.7099991,1785.530029,84.87000275,667.5,18.11,-0.13,0.163590752,105.7632675,79084400
2007/2/16,1183270335,62.9094,16.9677,1.6506,31.57,2.8864,5.24,264.4,13.975,5.36,59.39,4.05,1.71,4.827,100.9142,101.9924,4.43,4.690000057,119.4100037,1821.48999,84.08999634,668.7999878,19.02,-0.14,0.163590752,107.0784988,39841800
2007/2/23,1142513036,63.1497,16.9009,1.6432,31.53,2.8767,5.24,284.05,14.575,5.36,61.14,4.047,1.68,4.804,101.4151,102.4794,4.43,4.677999973,121.0899963,1839.77002,84.06999969,683.0999756,18.64,-0.14,0.163590752,106.7625504,71966200
2007/3/2,1142513036,63.1497,16.9009,1.6432,31.53,2.8767,5.24,284.05,14.575,5.36,61.14,4.047,1.68,4.804,101.4151,102.4794,4.43,4.514999866,117.1900024,1726.030029,83.73999786,641.5,22.39,-0.04,0.15053832,101.8910217,162574000
2007/3/9,1142513036,63.1497,16.9009,1.6432,31.84,2.8767,5.24,284.05,12.12,5.66875,61.14,4.263,1.646,4.136,104.6874,105.3534,4.43,4.589000225,118.3199997,1744.73999,84.23999786,650,21.87,-0.07,0.15053832,103.4414139,107765100
2007/3/16,1793303219,64.0472,16.1424,1.568,31.51,2.7472,5.25,300.85,13.16,5.35,57.11,3.905,1.585,4.592,101.807,103.0872,4.43,4.545000076,116.7399979,1742.22998,83.23000336,652.5999756,22.95,-0.03,0.15053832,102.1918411,121531600
2007/3/23,1120756288,64.0599,16.7789,1.6245,31.62,2.8456,5.24,306.9,13.155,5.34788,62.28,4.001,1.615,4.607,102.2628,103.3196,4.43,4.612999916,118.0500031,1794.040039,83.27999878,656.7000122,20.96,0.02,0.15053832,105.7770004,74416800
2007/3/30,1256602496,64.0852,16.5881,1.6066,31.64,2.815,5.3,314.6,13.375,5.35,65.87,4.057,1.659,4.579,102.6001,103.5971,4.5,4.647999763,117.8099976,1772.359985,82.93000031,663,19.55,0.07,0.15053832,104.7516327,128194100
2007/4/6,1063078455,63.6177,17.6058,1.7137,31.72,3.0005,5.24,346.8,13.71,5.36,66.21,4.456,1.804,4.962,104.2747,105.0514,4.5,4.673999786,119.0699997,1812.939941,82.68000031,674.2000122,17.36,0.01,-0.073802918,106.4040527,46822800
2007/4/13,1206281386,63.6263,16.6602,1.6205,31.73,2.8354,5.25,353.2,14.07,5.35688,63.63,4.231,1.67,4.765,103.0249,103.9162,4.5,4.761000156,119.2300034,1816.849976,82.12999725,685.4000244,17.57,0,-0.073802918,107.2007904,84287000
2007/4/20,1774429631,64.0719,17.0202,1.6559,31.73,2.8972,5.25,361.05,13.94,5.355,63.38,4.203,1.694,4.648,102.7937,103.8826,4.5,4.671999931,118.6600037,1845.890015,81.63999939,692,18.1,0.04,-0.073802918,109.6351776,124114100
2007/4/27,1263901188,64.1674,17.1301,1.6666,31.73,2.916,5.24,351.45,13.535,5.35625,66.46,4.22,1.629,4.653,103.3488,104.3203,4.5,4.697999954,119.4800034,1891.060059,81.52999878,678.7000122,19.3,0.04,-0.073802918,110.3064194,108191100
2007/5/4,977485352,64.021,16.5584,1.6106,31.73,2.8183,5.3,337.7,13.73,5.35,64.28,4.095,1.68,4.629,102.8968,103.7378,4.5,4.639999866,120.2699966,1895.699951,81.73999786,687.2000122,19.4,-0.03,0.045524784,111.3318024,96409000
2007/5/11,1258494080,68.1649,16.8431,1.6088,31.79,2.8561,4.29,330.2,14.705,4.875,93.98,4.167,1.585,3.678,106.8551,107.3334,4.5,4.670000076,120.1900024,1898.790039,82.12000275,670.5999756,20.41,-0.04,0.045524784,111.2875519,113408900
2007/5/18,1400763594,63.6904,17.4327,1.6939,31.72,2.9713,5.24,332.85,12.945,5.36,64.94,4.311,1.645,4.818,103.3706,104.5302,4.5,4.803999901,121.0599976,1896.930054,82.19999695,661,19.15,-0.01,0.045524784,112.5858917,99182000
2007/5/25,979558024,63.7607,17.3563,1.6871,31.75,2.9565,5.29,332.7,12.95,5.36,65.2,4.387,1.728,4.856,103.8607,104.7895,4.5,4.861000061,121.7600021,1889.25,82.33000183,655.0999756,19.03,0.01,0.045524784,111.8998337,83309200
2007/6/1,979558024,63.7607,17.3563,1.6871,31.75,2.9565,5.29,332.7,12.95,5.36,65.2,4.387,1.728,4.856,103.8607,104.7895,4.5,4.955999851,122.1299973,1928.26001,82.31999969,671.2000122,18.18,-0.02,-0.001421848,113.6629105,107771700
2007/6/8,1798178001,64.5263,16.345,1.5999,31.9,2.8605,5.26,347.35,12.99,5.35625,72.06,4.323,1.744,4.512,104.4798,105.2406,4.5,5.118000031,121.7099991,1906.26001,82.69000244,645.5,18.59,0.11,-0.001421848,111.4203491,175886000
2007/6/15,1781266770,62.9309,17.5313,1.7065,31.71,2.9867,5.26,342.2,13.23,5.36,68,4.657,1.943,5.022,105.0522,105.5965,4.5,5.171000004,123.4000015,1942.410034,82.84999847,654.5,17.09,0.11,-0.001421848,113.4045486,154030800
2007/6/22,1926744135,63.2069,17.1817,1.6718,31.72,2.9307,5.24,338.2,13.06,5.36,69.14,4.653,1.905,4.912,105.3827,105.7217,4.5,5.138000011,123.6900024,1921.939941,82.33999634,653.5,20.28,0.22,-0.001421848,111.5375443,204964700
2007/6/29,1411399543,63.5343,17.2004,1.6713,31.73,2.9434,5.31,345.35,12.415,5.36,70.68,4.574,1.879,4.862,104.9855,105.6013,4.5,5.032999992,123.1600037,1934.099976,81.91999817,648.0999756,17.27,0.16,-0.001421848,111.4486313,199701800
2007/7/6,1607736326,62.8859,17.0523,1.6597,31.71,2.9047,5.25,337.7,13.4325,5.36,66.93,4.545,1.869,5.03,104.6086,105.1532,4.5,5.195000172,123.3600006,1988.310059,81.45999908,652.7000122,17.64,0.2,-0.122367827,113.3378296,81109000
2007/7/13,1094823665,63.3712,17.3354,1.6972,31.9,3.032,5.25,361.55,13.035,5.36,73.93,4.618,1.94,4.92,105.2402,105.9575,4.5,5.106999874,121.9000015,2032.160034,80.58000183,665.7999878,21.24,0.17,-0.122367827,114.7233047,111794300
2007/7/20,1759938186,64.0804,17.1286,1.677,31.9,2.9958,5.25,375.4,13.305,5.36,75.57,4.438,1.891,4.767,105.2021,105.8758,4.5,4.955999851,121.2699966,2035.880005,80.29000092,683.9000244,18.87,0.17,-0.122367827,113.7230759,245502500
2007/7/27,1844725394,64.738,16.2895,1.5949,31.9,2.8491,5.25,355.1,12.705,5.3575,77.02,4.323,1.79,4.497,105.1187,105.6209,4.5,4.788000107,118.9599991,1956.189941,80.94999695,660,25.7,0.24,-0.122367827,107.5071869,422987600
2007/8/3,1289610358,64.0028,16.3161,1.5848,31.5,2.7768,5.24,282.55,12.955,5.34,61.64,3.929,1.625,4.561,101.1668,102.6754,4.5,4.699999809,118.0400009,1918.560059,80.18000031,672.5,25.66,0.25,-0.164592866,106.5366745,359398200
2007/8/10,717382554,66.2744,17.4329,1.6668,31.9,2.9589,5.24,361.3,13.275,5.25313,79.02,4.353,1.704,4.079,105.9255,106.3297,4.5,4.776000023,118.5100021,1925.140015,80.68000031,670.2999878,29.5,0.34,-0.164592866,107.2109299,411018400
2007/8/17,2066034709,65.0767,16.1108,1.5734,31.84,2.8182,4.91,314.65,11.715,5.5,71.98,4.287,1.585,4.189,104.9063,105.3275,4.5,4.672999859,114.25,1888.780029,81.43000031,656.9000244,39.33,0.5,-0.164592866,107.2109299,388218100
2007/8/24,978869293,65.2645,16.4811,1.6094,31.84,2.8835,5.11,333.75,11.965,5.50563,71.09,4.262,1.598,4.295,104.9196,105.3925,4.5,4.632999897,116.3799973,1961.380005,80.66999817,668,35.03,0.33,-0.164592866,109.8928146,128901900
2007/8/31,1185565505,65.5236,16.4098,1.6031,31.85,2.8759,4.96,341.1,12.075,5.62125,74.04,4.242,1.613,4.136,104.6421,105.3095,4.5,4.537000179,115.7699966,1988.72998,80.79000092,673,35.16,0.39,-0.164592866,109.3445816,185477500
2007/9/7,1128453708,63.2358,17.0936,1.6734,31.9,2.9898,5.22,364.85,12.715,5.36,72.19,4.669,1.954,4.954,105.501,106.0249,4.5,4.368000031,113.3899994,1958.349976,79.95999908,700.7999878,30.88,0.48,0.398444634,108.2184982,235447600
2007/9/14,1037645510,66.4729,16.5156,1.615,31.87,2.8944,5.25,339.1,12.555,5.64625,79.1,4.166,1.551,4.037,105.2859,105.7448,4.5,4.461999893,115.2600021,2000.819946,79.62000275,709.5999756,28.32,0.42,0.398444634,110.3150787,121911000
2007/9/21,1925388379,66.0826,16.9767,1.6601,31.87,2.9753,4.76,357.25,13.525,5.2025,81.62,4.358,1.685,4.037,105.8946,106.0388,4.5,4.631999969,115.4800034,2049.47998,78.59999847,731.4000244,27.46,0.58,0.398444634,113.1236877,141457500
2007/9/28,1044485989,66.3623,17.0843,1.6595,31.79,2.9812,4.58,364,13.765,5.22875,81.66,4.329,1.685,3.988,105.9199,106.1669,4.67,4.578999996,114.7399979,2091.110107,77.72000122,742.7999878,30.85,0.62,0.398444634,113.5777512,133372100
2007/10/5,1260901280,64.3358,17.0745,1.6599,31.73,2.9099,5.25,356.4,13.035,5.36,61.81,4.214,1.675,4.68,103.3686,104.4424,4.67,4.639999866,116.8799973,2149.669922,78.30999756,741.2999878,35.25,0.57,0.283523868,116.0119247,134579700
2007/10/12,976504267,68.6086,17.1379,1.6239,31.75,2.886,4.46,306.1,14.645,5.1325,87.86,4.268,1.57,3.17,106.3654,107.3317,4.67,4.686999798,117.5899963,2177.98999,78.22000122,748.7000122,37.72,0.47,0.283523868,116.369194,124546700
2007/10/19,1630486827,67.2475,16.8674,1.6091,31.83,2.8558,4.77,355.15,13.515,5.15125,88.6,4.225,1.61,3.784,105.7311,106.4575,4.67,4.401000023,114.5599976,2131.080078,77.41000366,764,37.5,0.61,0.283523868,111.4115906,297169900
2007/10/26,1300382168,67.4956,17.259,1.6479,31.79,2.9194,4.8,353.75,14.235,4.98375,91.86,4.173,1.625,3.776,106.1886,106.6776,4.67,4.388999939,114.2099991,2194.590088,77.02999878,783.9000244,38.09,0.64,0.283523868,114.3519135,176484000
2007/11/2,1300382168,67.4956,17.259,1.6479,31.79,2.9194,4.8,353.75,14.235,4.98375,91.86,4.173,1.625,3.776,106.1886,106.6776,4.67,4.290999889,114.7200012,2213.860107,76.33999634,805.7000122,43.84,0.65,0.217757323,112.5504837,331228200
2007/11/9,1100953430,66.7396,16.3732,1.6008,31.87,2.8694,5.06,338.9,12.685,5.70313,78.23,4.094,1.537,3.945,104.9242,105.5179,4.67,4.224999905,110.6600037,2034.300049,75.40000153,832.5,39.89,0.81,0.217757323,108.0395737,277745100
2007/11/16,1551610843,68.8658,16.3526,1.5608,31.77,2.772,4.51,316.15,14.455,4.94875,95.1,4.1,1.475,3.344,106.7954,107.5383,4.67,4.150000095,110.9800034,2048.620117,75.83000183,785.7000122,42.31,0.82,0.217757323,108.523407,308770600
2007/11/23,574611976,69.8944,16.1628,1.5421,31.74,2.7416,4.56,299.1,14.775,5.04,98.18,4.044,1.425,3.082,107.2862,107.8863,4.67,4.012000084,108.1200027,2028.900024,75.05000305,824,45.36,0.94,0.217757323,107.2876892,77688400
